legacy_id,donor_name,gift_date,gift_amount,gift_type,notes,migrated_date,data_source
34029,G. Richardson,2022-11-13,17.52,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34030,Gordon Richardson,2020-10-23,13.65,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34031,Gordon R.,2022-08-23,7.61,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34032,M. Wilson,2021-03-18,147.2,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34033,M. Wilson,2019-05-02,85.51,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34034,Mitchell Wilson,2020-06-26,10.68,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34035,"Jones, Wayne",2020-11-13,51.16,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34036,Wayne Jones,2019-01-01,10.72,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34037,R. Lambert,2020-07-24,24.38,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34038,Robert Lambert,2019-06-24,100.09,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34039,Anna Foster,2020-09-15,32.81,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34040,Naomi T.,2020-08-31,18.51,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34041,N. Taylor,2019-08-18,11.69,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34042,Naomi Taylor,2021-07-06,23.15,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34043,Naomi T.,2021-10-01,92.48,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34044,"Barnett, Rachael",2021-09-14,11.81,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34045,Rachael B.,2020-01-12,3.82,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34046,"Jones, Brandon",2020-03-08,1.39,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34047,A. Hunter,2021-03-10,10.2,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34048,"Kelly, Denis",2019-12-28,10.61,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34049,Denis K.,2020-05-16,15.78,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34050,Denis Kelly,2020-02-25,7.9,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34051,Denis K.,2019-06-12,6.86,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34052,"Henry, Rita",2018-02-02,67.39,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34053,Rita H.,2018-09-24,62.4,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34054,"Henry, Rita",2019-02-02,7.37,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34055,"Henry, Rita",2018-11-18,16.76,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34056,"Green, Brandon",2018-11-29,29.19,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34057,Brandon Green,2021-05-18,30.12,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34058,Brandon Green,2018-05-29,31.77,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34059,Brandon G.,2019-04-10,47.76,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34060,Brandon Green,2020-01-01,7.62,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34061,G. Cox,2018-05-31,95.16,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34062,"Cox, Geoffrey",2020-10-02,40.42,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34063,"Mahmood, Paige",2019-09-23,7.06,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34064,"Mahmood, Paige",2018-07-17,67.37,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34065,"Mahmood, Paige",2021-01-09,20.34,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34066,Malcolm Stevens,2020-02-12,18.31,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34067,M. Stevens,2021-12-20,18.0,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34068,"Stevens, Malcolm",2018-11-19,6.53,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34069,D. Powell,2021-10-23,110.59,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34070,D. Powell,2018-08-11,26.15,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34071,Diane P.,2018-07-26,7.77,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34072,"Watson, Philip",2021-04-01,54.4,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34073,Philip Watson,2021-11-05,49.48,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34074,Philip W.,2018-08-28,58.03,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34075,Philip W.,2020-08-20,4.26,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34076,A. Gardner,2019-12-04,15.59,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34077,"Gardner, Anna",2020-01-18,141.99,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34078,Georgina D.,2018-07-29,125.28,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34079,Georgina D.,2021-11-22,22.82,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34080,Georgina D.,2018-04-01,15.69,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34081,Georgina D.,2021-05-15,30.65,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34082,"Davies, Georgina",2021-11-23,44.46,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34083,Kathryn Cunningham,2021-06-22,14.72,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34084,Kathryn C.,2020-06-30,45.43,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34085,K. Cunningham,2019-01-28,11.15,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34086,Kathryn C.,2021-04-12,5.11,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34087,Dean Rahman,2021-07-25,5.92,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34088,Dean R.,2021-06-27,99.43,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34089,Julian Bond,2020-03-11,7.52,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34090,"Walker, Brett",2022-12-19,52.79,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34091,B. Walker,2021-11-17,83.47,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34092,"Walker, Brett",2019-04-04,38.64,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34093,"Walker, Brett",2020-02-27,69.25,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34094,"Walker, Brett",2018-09-23,23.3,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34095,Vincent Cooper,2018-03-14,131.77,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34096,Vincent C.,2021-05-11,7.38,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34097,V. Cooper,2018-04-11,8.57,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34098,B. Green,2019-03-13,34.82,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34099,B. Green,2018-01-29,18.76,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34100,Terence A.,2019-01-17,12.98,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34101,Terence A.,2019-11-28,13.42,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34102,T. Ali,2022-12-15,17.55,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34103,"Ali, Terence",2018-04-19,105.87,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34104,T. Ali,2018-05-26,16.55,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34105,"Jones, Holly",2020-09-24,40.38,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34106,Holly J.,2020-08-29,8.54,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34107,Holly J.,2019-06-03,17.09,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34108,Holly Jones,2022-12-17,91.78,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34109,Richard Y.,2018-04-07,8.33,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34110,Gail Bryan,2018-03-02,252.27,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34111,"Bryan, Gail",2021-02-19,29.7,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34112,N. Riley,2018-04-17,1.79,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34113,N. Riley,2022-01-17,10.47,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34114,Nathan R.,2021-04-23,11.38,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34115,"Riley, Nathan",2020-05-21,17.94,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34116,"Riley, Nathan",2021-07-15,6.67,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34117,Teresa D.,2021-06-18,7.78,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34118,Teresa Day,2021-05-10,23.68,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34119,"Day, Teresa",2018-02-15,22.41,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34120,Lindsey Foster,2020-05-19,26.83,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34121,L. Foster,2019-05-13,68.77,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34122,Lindsey F.,2019-01-13,15.11,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34123,"Foster, Lindsey",2018-11-01,36.11,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34124,Lindsey Foster,2021-02-17,13.18,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34125,Craig S.,2021-10-27,53.45,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34126,Craig Stevens,2019-05-01,3.72,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34127,Craig Stevens,2020-02-11,63.27,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34128,C. Stevens,2020-11-20,15.68,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34129,Jacob W.,2021-05-14,6.56,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34130,Jacob Williamson,2022-07-20,19.59,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34131,Trevor Evans,2022-10-07,28.3,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34132,"Evans, Trevor",2020-05-27,35.85,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34133,Jasmine McCarthy,2022-06-11,32.58,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34134,J. McCarthy,2018-09-08,17.31,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34135,Jasmine McCarthy,2020-10-02,11.7,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34136,Adam W.,2021-08-13,1.72,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34137,Adam White,2018-11-10,4.78,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34138,Adam W.,2021-09-30,6.25,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34139,"White, Adam",2022-12-15,9.99,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34140,A. White,2020-02-23,101.13,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34141,Holly Smith,2022-02-20,28.57,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34142,Holly S.,2019-07-17,32.74,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34143,H. Smith,2019-11-21,22.7,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34144,Holly Smith,2020-09-05,23.51,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34145,S. Gough,2021-04-23,15.07,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34146,Sally Gough,2021-10-22,53.23,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34147,D. Roberts,2021-03-28,40.52,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34148,Dale Roberts,2021-04-06,4.19,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34149,H. Davies,2020-04-13,13.49,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34150,"Davies, Hilary",2018-09-13,59.15,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34151,"Davies, Hilary",2019-05-05,34.57,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34152,"Davies, Hilary",2021-11-06,52.74,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34153,"Hopkins, Elizabeth",2021-03-18,7.29,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34154,Elizabeth H.,2021-09-02,87.41,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34155,"Lewis, Arthur",2022-06-19,2.78,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34156,"Lewis, Arthur",2022-05-21,59.66,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34157,"Lewis, Arthur",2018-11-02,4.72,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34158,Arthur L.,2020-12-06,15.48,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34159,Arthur L.,2022-08-04,21.28,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34160,Sean A.,2022-04-26,28.91,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34161,Sean Akhtar,2020-09-07,24.91,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34162,"Akhtar, Sean",2018-02-03,130.53,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34163,"Ryan, Grace",2021-10-18,32.02,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34164,Grace Ryan,2019-07-01,36.7,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34165,Grace R.,2022-07-14,15.2,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34166,Grace Ryan,2021-04-08,19.29,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34167,Wendy H.,2020-02-28,6.44,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34168,Wendy Harris,2020-04-01,15.59,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34169,"Harris, Wendy",2020-02-05,140.63,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34170,W. Harris,2022-09-12,9.25,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34171,Jeffrey D.,2020-11-14,6.73,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34172,J. Dodd,2019-05-06,32.12,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34173,"Dodd, Jeffrey",2018-11-06,27.55,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34174,"Dodd, Jeffrey",2020-07-09,4.21,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34175,J. Dodd,2020-02-07,71.94,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34176,Stuart K.,2022-02-24,6.95,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34177,"Khan, Stuart",2019-02-04,13.83,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34178,S. Khan,2018-03-13,48.32,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34179,Karl Porter,2021-06-15,120.04,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34180,K. Porter,2020-07-16,23.23,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34181,Karl P.,2020-12-04,30.32,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34182,"Williams, Bethany",2022-01-09,27.46,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34183,Bethany W.,2022-12-08,28.54,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34184,Douglas G.,2018-01-02,2.29,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34185,Glen Baker,2021-01-05,5.46,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34186,Glen B.,2018-09-27,11.21,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34187,Stewart Hicks,2019-11-09,11.69,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34188,Stewart H.,2018-01-13,23.6,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34189,S. Hicks,2018-09-18,7.6,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34190,Stewart Hicks,2019-10-04,15.88,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34191,Stewart Hicks,2021-09-25,21.52,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34192,Russell John,2021-06-07,17.68,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34193,Timothy Ali,2022-04-02,9.4,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34194,"Ali, Timothy",2018-05-12,10.91,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34195,Timothy A.,2020-10-30,34.47,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34196,Grace S.,2019-09-22,5.39,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34197,Patrick S.,2019-09-09,14.99,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34198,Patrick Smith,2018-11-28,21.83,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34199,"Smith, Patrick",2018-07-03,47.19,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34200,Julia W.,2021-08-01,9.63,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34201,J. Hamilton,2020-02-10,17.77,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34202,Jemma H.,2021-12-28,53.77,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34203,"Winter, Suzanne",2020-03-10,10.43,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34204,M. Watson,2020-03-02,7.07,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34205,Mohammad Watson,2021-05-13,9.18,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34206,Mohammad Watson,2019-06-17,13.24,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34207,Jake Atkinson,2018-08-07,57.35,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34208,Jake A.,2022-09-26,25.98,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34209,Denise B.,2022-09-27,5.21,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34210,"Hughes, Shaun",2018-12-07,18.6,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34211,Gail D.,2021-06-08,14.2,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34212,G. Davis,2020-01-19,19.82,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34213,W. Marshall,2021-08-15,70.2,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34214,"Lawrence, Paula",2021-08-30,85.41,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34215,Bryan Hurst,2022-08-16,11.23,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34216,B. Hurst,2019-10-23,6.57,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34217,Bryan H.,2019-03-28,10.29,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34218,Pamela Smith,2018-06-17,36.62,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34219,Pamela S.,2019-05-03,65.09,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34220,Pamela Smith,2021-08-31,2.47,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34221,Pamela S.,2021-04-17,20.37,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34222,V. Williams,2018-12-04,72.3,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34223,V. Williams,2021-10-12,6.46,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34224,Vanessa Williams,2021-08-10,24.48,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34225,Vanessa W.,2020-08-09,7.22,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34226,June Murray,2022-01-30,66.74,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34227,J. Murray,2021-06-08,20.03,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34228,J. Murray,2019-04-14,22.76,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34229,"Murray, June",2019-03-01,11.79,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34230,J. Murray,2020-02-14,24.15,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34231,Craig Lee,2020-08-25,23.09,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34232,Craig L.,2018-12-13,6.74,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34233,"Lee, Craig",2018-04-19,80.8,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34234,C. Lee,2022-11-04,31.5,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34235,Craig Lee,2020-06-26,4.01,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34236,P. Naylor,2020-07-24,13.73,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34237,Charlotte Whitehouse,2019-08-23,4.0,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34238,Charlotte W.,2018-10-04,24.6,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34239,Charlotte W.,2020-10-24,22.07,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34240,"Brown, Charlie",2019-11-07,74.34,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34241,Charlie B.,2022-09-16,61.91,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34242,A. Robson,2022-02-09,10.99,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34243,Andrea R.,2022-02-18,15.97,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34244,A. Robson,2018-10-20,16.58,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34245,"Robson, Andrea",2018-08-12,31.96,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34246,Andrea R.,2021-08-27,44.71,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34247,S. Pearson,2020-09-22,54.46,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34248,Jessica Miah,2022-11-02,16.47,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34249,Jessica Miah,2019-11-04,84.65,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34250,"Miah, Jessica",2019-07-02,31.38,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34251,J. Miah,2018-05-17,41.11,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34252,Jessica Miah,2018-04-04,55.62,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34253,Lynne Webster,2021-07-09,38.3,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34254,Leanne H.,2020-03-22,16.09,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34255,Leanne H.,2022-03-24,17.86,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34256,"Byrne, Andrea",2019-12-24,20.78,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34257,"Smith, Lisa",2018-06-01,10.0,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34258,L. Smith,2018-03-01,10.4,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34259,Lisa Smith,2022-09-14,10.29,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34260,"Smith, Lisa",2020-09-22,54.53,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34261,"Smith, Lisa",2020-02-23,23.46,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34262,O. Richards,2020-04-06,3.55,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34263,M. Parkin,2020-06-27,8.48,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34264,Mathew P.,2021-05-29,25.26,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34265,L. O'Brien,2020-10-08,60.33,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34266,L. O'Brien,2019-10-25,19.22,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34267,L. O'Brien,2019-02-02,20.54,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34268,D. Payne,2020-03-03,32.74,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34269,Dennis Payne,2020-04-12,10.86,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34270,"Mills, Amanda",2018-02-23,27.76,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
